// Validating benchmarks:
// ***** BenchmarkRunner: Start   *****
// ***** Found 27 benchmark(s) in total *****
// ***** Building 2 exe(s) in Parallel: Start   *****
// ***** Done, took 00:00:06 (6.33 sec)   *****
// Found 27 benchmarks:
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
//   Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: Job-BOEMXS(Runtime=.NET 8.0, InvocationCount=1, IterationCount=100, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.KeyGen: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Encaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]
//   Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber768]

Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.KeyGen: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber1024]
// *** Execute ***
// Launch: 1 / 1

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: Job-HRFCSV(Toolchain=InProcessNoEmitToolchain, InvocationCount=1, UnrollFactor=1)


// AfterActualRun
WorkloadResult   1: 1 op, 188000.00 ns, 188.0000 us/op
WorkloadResult   2: 1 op, 247400.00 ns, 247.4000 us/op
WorkloadResult   3: 1 op, 207100.00 ns, 207.1000 us/op
WorkloadResult   4: 1 op, 202700.00 ns, 202.7000 us/op
WorkloadResult   5: 1 op, 218400.00 ns, 218.4000 us/op
WorkloadResult   6: 1 op, 193400.00 ns, 193.4000 us/op
WorkloadResult   7: 1 op, 245900.00 ns, 245.9000 us/op
WorkloadResult   8: 1 op, 251400.00 ns, 251.4000 us/op
WorkloadResult   9: 1 op, 291300.00 ns, 291.3000 us/op
WorkloadResult  10: 1 op, 278900.00 ns, 278.9000 us/op
WorkloadResult  11: 1 op, 325400.00 ns, 325.4000 us/op
WorkloadResult  12: 1 op, 356000.00 ns, 356.0000 us/op
WorkloadResult  13: 1 op, 290800.00 ns, 290.8000 us/op
WorkloadResult  14: 1 op, 340000.00 ns, 340.0000 us/op
WorkloadResult  15: 1 op, 285200.00 ns, 285.2000 us/op
WorkloadResult  16: 1 op, 391300.00 ns, 391.3000 us/op
WorkloadResult  17: 1 op, 200700.00 ns, 200.7000 us/op
WorkloadResult  18: 1 op, 203000.00 ns, 203.0000 us/op
WorkloadResult  19: 1 op, 268800.00 ns, 268.8000 us/op
WorkloadResult  20: 1 op, 192600.00 ns, 192.6000 us/op
WorkloadResult  21: 1 op, 175700.00 ns, 175.7000 us/op
WorkloadResult  22: 1 op, 191000.00 ns, 191.0000 us/op
WorkloadResult  23: 1 op, 200400.00 ns, 200.4000 us/op
WorkloadResult  24: 1 op, 291500.00 ns, 291.5000 us/op
WorkloadResult  25: 1 op, 175800.00 ns, 175.8000 us/op
WorkloadResult  26: 1 op, 189800.00 ns, 189.8000 us/op
WorkloadResult  27: 1 op, 210900.00 ns, 210.9000 us/op
WorkloadResult  28: 1 op, 288100.00 ns, 288.1000 us/op
WorkloadResult  29: 1 op, 188500.00 ns, 188.5000 us/op
WorkloadResult  30: 1 op, 316400.00 ns, 316.4000 us/op
WorkloadResult  31: 1 op, 304200.00 ns, 304.2000 us/op
WorkloadResult  32: 1 op, 180400.00 ns, 180.4000 us/op
WorkloadResult  33: 1 op, 269600.00 ns, 269.6000 us/op
WorkloadResult  34: 1 op, 444900.00 ns, 444.9000 us/op
WorkloadResult  35: 1 op, 358300.00 ns, 358.3000 us/op
WorkloadResult  36: 1 op, 383400.00 ns, 383.4000 us/op
WorkloadResult  37: 1 op, 359500.00 ns, 359.5000 us/op
WorkloadResult  38: 1 op, 211300.00 ns, 211.3000 us/op
WorkloadResult  39: 1 op, 290000.00 ns, 290.0000 us/op
WorkloadResult  40: 1 op, 207600.00 ns, 207.6000 us/op
WorkloadResult  41: 1 op, 186300.00 ns, 186.3000 us/op
WorkloadResult  42: 1 op, 371000.00 ns, 371.0000 us/op
WorkloadResult  43: 1 op, 201100.00 ns, 201.1000 us/op
WorkloadResult  44: 1 op, 222400.00 ns, 222.4000 us/op
WorkloadResult  45: 1 op, 216400.00 ns, 216.4000 us/op
WorkloadResult  46: 1 op, 303100.00 ns, 303.1000 us/op
WorkloadResult  47: 1 op, 264800.00 ns, 264.8000 us/op
WorkloadResult  48: 1 op, 330700.00 ns, 330.7000 us/op
WorkloadResult  49: 1 op, 421800.00 ns, 421.8000 us/op
WorkloadResult  50: 1 op, 282300.00 ns, 282.3000 us/op
WorkloadResult  51: 1 op, 248800.00 ns, 248.8000 us/op
WorkloadResult  52: 1 op, 292300.00 ns, 292.3000 us/op
WorkloadResult  53: 1 op, 476900.00 ns, 476.9000 us/op
WorkloadResult  54: 1 op, 217300.00 ns, 217.3000 us/op
WorkloadResult  55: 1 op, 340600.00 ns, 340.6000 us/op
WorkloadResult  56: 1 op, 292200.00 ns, 292.2000 us/op
WorkloadResult  57: 1 op, 341000.00 ns, 341.0000 us/op
WorkloadResult  58: 1 op, 419500.00 ns, 419.5000 us/op
WorkloadResult  59: 1 op, 311300.00 ns, 311.3000 us/op
WorkloadResult  60: 1 op, 273100.00 ns, 273.1000 us/op
WorkloadResult  61: 1 op, 486000.00 ns, 486.0000 us/op
WorkloadResult  62: 1 op, 456500.00 ns, 456.5000 us/op
WorkloadResult  63: 1 op, 346900.00 ns, 346.9000 us/op
WorkloadResult  64: 1 op, 377800.00 ns, 377.8000 us/op
WorkloadResult  65: 1 op, 307400.00 ns, 307.4000 us/op
WorkloadResult  66: 1 op, 308100.00 ns, 308.1000 us/op
WorkloadResult  67: 1 op, 410800.00 ns, 410.8000 us/op
WorkloadResult  68: 1 op, 284000.00 ns, 284.0000 us/op
WorkloadResult  69: 1 op, 313100.00 ns, 313.1000 us/op
WorkloadResult  70: 1 op, 283100.00 ns, 283.1000 us/op
WorkloadResult  71: 1 op, 294800.00 ns, 294.8000 us/op
WorkloadResult  72: 1 op, 305000.00 ns, 305.0000 us/op
WorkloadResult  73: 1 op, 429400.00 ns, 429.4000 us/op
WorkloadResult  74: 1 op, 291700.00 ns, 291.7000 us/op
WorkloadResult  75: 1 op, 430100.00 ns, 430.1000 us/op
WorkloadResult  76: 1 op, 262700.00 ns, 262.7000 us/op
WorkloadResult  77: 1 op, 287100.00 ns, 287.1000 us/op
WorkloadResult  78: 1 op, 355200.00 ns, 355.2000 us/op
WorkloadResult  79: 1 op, 270700.00 ns, 270.7000 us/op
WorkloadResult  80: 1 op, 189500.00 ns, 189.5000 us/op
WorkloadResult  81: 1 op, 207400.00 ns, 207.4000 us/op
WorkloadResult  82: 1 op, 300700.00 ns, 300.7000 us/op
WorkloadResult  83: 1 op, 291700.00 ns, 291.7000 us/op
WorkloadResult  84: 1 op, 301600.00 ns, 301.6000 us/op
WorkloadResult  85: 1 op, 192000.00 ns, 192.0000 us/op
WorkloadResult  86: 1 op, 237800.00 ns, 237.8000 us/op
WorkloadResult  87: 1 op, 349900.00 ns, 349.9000 us/op
WorkloadResult  88: 1 op, 358500.00 ns, 358.5000 us/op
WorkloadResult  89: 1 op, 303300.00 ns, 303.3000 us/op
WorkloadResult  90: 1 op, 266700.00 ns, 266.7000 us/op
WorkloadResult  91: 1 op, 235100.00 ns, 235.1000 us/op
WorkloadResult  92: 1 op, 219500.00 ns, 219.5000 us/op
WorkloadResult  93: 1 op, 414000.00 ns, 414.0000 us/op
WorkloadResult  94: 1 op, 372500.00 ns, 372.5000 us/op
WorkloadResult  95: 1 op, 311700.00 ns, 311.7000 us/op
WorkloadResult  96: 1 op, 262000.00 ns, 262.0000 us/op
WorkloadResult  97: 1 op, 199200.00 ns, 199.2000 us/op
WorkloadResult  98: 1 op, 221000.00 ns, 221.0000 us/op
WorkloadResult  99: 1 op, 215000.00 ns, 215.0000 us/op
// GC:  0 0 0 848 1
// Threading:  0 0 1

// AfterAll
// Benchmark Process 25644 has exited with code 0.

Mean = 286.646 μs, StdErr = 7.681 μs (2.68%), N = 99, StdDev = 76.426 μs
Min = 175.700 μs, Q1 = 216.850 μs, Median = 287.100 μs, Q3 = 335.350 μs, Max = 486.000 μs
IQR = 118.500 μs, LowerFence = 39.100 μs, UpperFence = 513.100 μs
ConfidenceInterval = [260.588 μs; 312.705 μs] (CI 99.9%), Margin = 26.059 μs (9.09% of Mean)
Skewness = 0.55, Kurtosis = 2.6, MValue = 4.13

// ** Remained 10 (37,0 %) benchmark(s) to run. Estimated finish 2025-07-05 0:09 (0h 0m from now) **
Setup power plan (GUID: 8c5e7fda-e8bf-4a96-9a85-a6e23a8c635c FriendlyName: Höchstleistung)
// **************************
// Benchmark: Kyber_Benchmarking.Decaps: DefaultJob(InvocationCount=1, UnrollFactor=1) [AlgorithmName=Kyber512]
// *** Execute ***
// Launch: 1 / 1
// Execute: dotnet Liboqs_implementation-Job-BOEMXS-2.dll --anonymousPipes 1512 2476 --benchmarkName "Liboqs_implementation.Kyber_Benchmarking.Decapsulation(AlgorithmName: \"Kyber512\")" --job DefaultJob --benchmarkId 11 in C:\Users\olesc\Desktop\liboqs\liboqs-Kyber-.NET-integration-and-benchmarking\Liboqs_implementation\bin\Release\net8.0\Liboqs_implementation-Job-BOEMXS-2\bin\Release\net8.0
// BeforeAnythingElse

// Benchmark Process Environment Information:
// BenchmarkDotNet v0.15.2
// Runtime=.NET 8.0.16 (8.0.1625.21506), X64 RyuJIT AVX2
// GC=Concurrent Workstation
// HardwareIntrinsics=AVX2,AES,BMI1,BMI2,FMA,LZCNT,PCLMUL,POPCNT VectorSize=256
// Job: DefaultJob(InvocationCount=1, UnrollFactor=1)

TEST
OverheadJitting  1: 1 op, 293100.00 ns, 293.1000 us/op
WorkloadJitting  1: 1 op, 844200.00 ns, 844.2000 us/op

OverheadWarmup   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadWarmup   2: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   4: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 100.00 ns, 100.0000 ns/op

OverheadActual   1: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   2: 1 op, 300.00 ns, 300.0000 ns/op
OverheadActual   3: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   6: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   7: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   8: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual   9: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  10: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  11: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  12: 1 op, 200.00 ns, 200.0000 ns/op
OverheadActual  13: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  14: 1 op, 400.00 ns, 400.0000 ns/op
OverheadActual  15: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  16: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  17: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  18: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  19: 1 op, 100.00 ns, 100.0000 ns/op
OverheadActual  20: 1 op, 200.00 ns, 200.0000 ns/op

OverheadWarmup   1: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   2: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   3: 1 op, 100.00 ns, 100.0000 ns/op
OverheadWarmup   4: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   5: 1 op, 200.00 ns, 200.0000 ns/op
OverheadWarmup   6: 1 op, 200.00 ns, 200.0000 ns/op

// BeforeActualRun
WorkloadActual   1: 1 op, 99300.00 ns, 99.3000 us/op
WorkloadActual   2: 1 op, 83400.00 ns, 83.4000 us/op
WorkloadActual   3: 1 op, 89800.00 ns, 89.8000 us/op
WorkloadActual   4: 1 op, 71300.00 ns, 71.3000 us/op
WorkloadActual   5: 1 op, 72800.00 ns, 72.8000 us/op
WorkloadActual   6: 1 op, 83600.00 ns, 83.6000 us/op
WorkloadActual   7: 1 op, 70400.00 ns, 70.4000 us/op
WorkloadActual   8: 1 op, 358900.00 ns, 358.9000 us/op
WorkloadActual   9: 1 op, 76700.00 ns, 76.7000 us/op
WorkloadActual  10: 1 op, 70600.00 ns, 70.6000 us/op
WorkloadActual  11: 1 op, 74500.00 ns, 74.5000 us/op
WorkloadActual  12: 1 op, 89700.00 ns, 89.7000 us/op
WorkloadActual  13: 1 op, 79200.00 ns, 79.2000 us/op
WorkloadActual  14: 1 op, 532800.00 ns, 532.8000 us/op
WorkloadActual  15: 1 op, 73500.00 ns, 73.5000 us/op
WorkloadActual  16: 1 op, 71300.00 ns, 71.3000 us/op
WorkloadActual  17: 1 op, 75100.00 ns, 75.1000 us/op
WorkloadActual  18: 1 op, 82800.00 ns, 82.8000 us/op
WorkloadActual  19: 1 op, 76700.00 ns, 76.7000 us/op
WorkloadActual  20: 1 op, 112900.00 ns, 112.9000 us/op
WorkloadActual  21: 1 op, 70600.00 ns, 70.6000 us/op
WorkloadActual  22: 1 op, 105700.00 ns, 105.7000 us/op
WorkloadActual  23: 1 op, 81800.00 ns, 81.8000 us/op
WorkloadActual  24: 1 op, 72500.00 ns, 72.5000 us/op
WorkloadActual  25: 1 op, 118100.00 ns, 118.1000 us/op
WorkloadActual  26: 1 op, 72200.00 ns, 72.2000 us/op
WorkloadActual  27: 1 op, 97200.00 ns, 97.2000 us/op
WorkloadActual  28: 1 op, 97300.00 ns, 97.3000 us/op
WorkloadActual  29: 1 op, 72900.00 ns, 72.9000 us/op
WorkloadActual  30: 1 op, 95600.00 ns, 95.6000 us/op
WorkloadActual  31: 1 op, 77500.00 ns, 77.5000 us/op
WorkloadActual  32: 1 op, 71900.00 ns, 71.9000 us/op
WorkloadActual  33: 1 op, 76900.00 ns, 76.9000 us/op
WorkloadActual  34: 1 op, 70800.00 ns, 70.8000 us/op
WorkloadActual  35: 1 op, 71700.00 ns, 71.7000 us/op
WorkloadActual  36: 1 op, 70000.00 ns, 70.0000 us/op
WorkloadActual  37: 1 op, 71200.00 ns, 71.2000 us/op
WorkloadActual  38: 1 op, 80600.00 ns, 80.6000 us/op
WorkloadActual  39: 1 op, 78100.00 ns, 78.1000 us/op
WorkloadActual  40: 1 op, 82200.00 ns, 82.2000 us/op
WorkloadActual  41: 1 op, 97100.00 ns, 97.1000 us/op
WorkloadActual  42: 1 op, 72400.00 ns, 72.4000 us/op
WorkloadActual  43: 1 op, 99400.00 ns, 99.4000 us/op
WorkloadActual  44: 1 op, 89200.00 ns, 89.2000 us/op
WorkloadActual  45: 1 op, 73400.00 ns, 73.4000 us/op
WorkloadActual  46: 1 op, 71000.00 ns, 71.0000 us/op
WorkloadActual  47: 1 op, 75900.00 ns, 75.9000 us/op
WorkloadActual  48: 1 op, 70900.00 ns, 70.9000 us/op
WorkloadActual  49: 1 op, 99700.00 ns, 99.7000 us/op
WorkloadActual  50: 1 op, 70800.00 ns, 70.8000 us/op
WorkloadActual  51: 1 op, 77800.00 ns, 77.8000 us/op
WorkloadActual  52: 1 op, 76300.00 ns, 76.3000 us/op
WorkloadActual  53: 1 op, 80100.00 ns, 80.1000 us/op
WorkloadActual  54: 1 op, 70900.00 ns, 70.9000 us/op
WorkloadActual  55: 1 op, 71100.00 ns, 71.1000 us/op
WorkloadActual  56: 1 op, 81500.00 ns, 81.5000 us/op
WorkloadActual  57: 1 op, 72300.00 ns, 72.3000 us/op
WorkloadActual  58: 1 op, 73400.00 ns, 73.4000 us/op
WorkloadActual  59: 1 op, 76000.00 ns, 76.0000 us/op
WorkloadActual  60: 1 op, 82500.00 ns, 82.5000 us/op
WorkloadActual  61: 1 op, 71300.00 ns, 71.3000 us/op
WorkloadActual  62: 1 op, 72900.00 ns, 72.9000 us/op
WorkloadActual  63: 1 op, 72100.00 ns, 72.1000 us/op
WorkloadActual  64: 1 op, 71900.00 ns, 71.9000 us/op
WorkloadActual  65: 1 op, 72200.00 ns, 72.2000 us/op
WorkloadActual  66: 1 op, 85200.00 ns, 85.2000 us/op
WorkloadActual  67: 1 op, 100800.00 ns, 100.8000 us/op
WorkloadActual  68: 1 op, 105200.00 ns, 105.2000 us/op
WorkloadActual  69: 1 op, 76600.00 ns, 76.6000 us/op
WorkloadActual  70: 1 op, 76400.00 ns, 76.4000 us/op
WorkloadActual  71: 1 op, 82700.00 ns, 82.7000 us/op
WorkloadActual  72: 1 op, 103200.00 ns, 103.2000 us/op
WorkloadActual  73: 1 op, 79000.00 ns, 79.0000 us/op
WorkloadActual  74: 1 op, 78200.00 ns, 78.2000 us/op
WorkloadActual  75: 1 op, 79100.00 ns, 79.1000 us/op
WorkloadActual  76: 1 op, 110100.00 ns, 110.1000 us/op
WorkloadActual  77: 1 op, 110100.00 ns, 110.1000 us/op
WorkloadActual  78: 1 op, 79300.00 ns, 79.3000 us/op
WorkloadActual  79: 1 op, 94600.00 ns, 94.6000 us/op
WorkloadActual  80: 1 op, 81700.00 ns, 81.7000 us/op
WorkloadActual  81: 1 op, 72100.00 ns, 72.1000 us/op
WorkloadActual  82: 1 op, 91200.00 ns, 91.2000 us/op
WorkloadActual  83: 1 op, 116200.00 ns, 116.2000 us/op
WorkloadActual  84: 1 op, 97300.00 ns, 97.3000 us/op
WorkloadActual  85: 1 op, 71400.00 ns, 71.4000 us/op
WorkloadActual  86: 1 op, 97800.00 ns, 97.8000 us/op
WorkloadActual  87: 1 op, 102300.00 ns, 102.3000 us/op
WorkloadActual  88: 1 op, 72800.00 ns, 72.8000 us/op
WorkloadActual  89: 1 op, 78800.00 ns, 78.8000 us/op
WorkloadActual  90: 1 op, 72400.00 ns, 72.4000 us/op
WorkloadActual  91: 1 op, 98500.00 ns, 98.5000 us/op
WorkloadActual  92: 1 op, 81100.00 ns, 81.1000 us/op
WorkloadActual  93: 1 op, 77500.00 ns, 77.5000 us/op
WorkloadActual  94: 1 op, 72300.00 ns, 72.3000 us/op
WorkloadActual  95: 1 op, 136700.00 ns, 136.7000 us/op
WorkloadActual  96: 1 op, 80900.00 ns, 80.9000 us/op
WorkloadActual  97: 1 op, 78400.00 ns, 78.4000 us/op
WorkloadActual  98: 1 op, 77900.00 ns, 77.9000 us/op
WorkloadActual  99: 1 op, 80500.00 ns, 80.5000 us/op
WorkloadActual  100: 1 op, 77800.00 ns, 77.8000 us/op

// AfterActualRun
WorkloadResult   1: 1 op, 99100.00 ns, 99.1000 us/op
WorkloadResult   2: 1 op, 83200.00 ns, 83.2000 us/op
WorkloadResult   3: 1 op, 89600.00 ns, 89.6000 us/op
WorkloadResult   4: 1 op, 71100.00 ns, 71.1000 us/op
WorkloadResult   5: 1 op, 72600.00 ns, 72.6000 us/op
WorkloadResult   6: 1 op, 83400.00 ns, 83.4000 us/op
WorkloadResult   7: 1 op, 70200.00 ns, 70.2000 us/op
WorkloadResult   8: 1 op, 76500.00 ns, 76.5000 us/op
WorkloadResult   9: 1 op, 70400.00 ns, 70.4000 us/op
WorkloadResult  10: 1 op, 74300.00 ns, 74.3000 us/op
WorkloadResult  11: 1 op, 89500.00 ns, 89.5000 us/op
WorkloadResult  12: 1 op, 79000.00 ns, 79.0000 us/op
WorkloadResult  13: 1 op, 73300.00 ns, 73.3000 us/op
WorkloadResult  14: 1 op, 71100.00 ns, 71.1000 us/op
WorkloadResult  15: 1 op, 74900.00 ns, 74.9000 us/op
WorkloadResult  16: 1 op, 82600.00 ns, 82.6000 us/op
WorkloadResult  17: 1 op, 76500.00 ns, 76.5000 us/op
WorkloadResult  18: 1 op, 112700.00 ns, 112.7000 us/op
WorkloadResult  19: 1 op, 70400.00 ns, 70.4000 us/op
WorkloadResult  20: 1 op, 105500.00 ns, 105.5000 us/op
WorkloadResult  21: 1 op, 81600.00 ns, 81.6000 us/op
WorkloadResult  22: 1 op, 72300.00 ns, 72.3000 us/op
WorkloadResult  23: 1 op, 72000.00 ns, 72.0000 us/op
WorkloadResult  24: 1 op, 97000.00 ns, 97.0000 us/op
WorkloadResult  25: 1 op, 97100.00 ns, 97.1000 us/op
WorkloadResult  26: 1 op, 72700.00 ns, 72.7000 us/op
WorkloadResult  27: 1 op, 95400.00 ns, 95.4000 us/op
WorkloadResult  28: 1 op, 77300.00 ns, 77.3000 us/op
WorkloadResult  29: 1 op, 71700.00 ns, 71.7000 us/op
WorkloadResult  30: 1 op, 76700.00 ns, 76.7000 us/op
WorkloadResult  31: 1 op, 70600.00 ns, 70.6000 us/op
WorkloadResult  32: 1 op, 71500.00 ns, 71.5000 us/op
WorkloadResult  33: 1 op, 69800.00 ns, 69.8000 us/op
WorkloadResult  34: 1 op, 71000.00 ns, 71.0000 us/op
WorkloadResult  35: 1 op, 80400.00 ns, 80.4000 us/op
WorkloadResult  36: 1 op, 77900.00 ns, 77.9000 us/op
WorkloadResult  37: 1 op, 82000.00 ns, 82.0000 us/op
WorkloadResult  38: 1 op, 96900.00 ns, 96.9000 us/op
WorkloadResult  39: 1 op, 72200.00 ns, 72.2000 us/op
WorkloadResult  40: 1 op, 99200.00 ns, 99.2000 us/op
WorkloadResult  41: 1 op, 89000.00 ns, 89.0000 us/op
WorkloadResult  42: 1 op, 73200.00 ns, 73.2000 us/op
WorkloadResult  43: 1 op, 70800.00 ns, 70.8000 us/op
WorkloadResult  44: 1 op, 75700.00 ns, 75.7000 us/op
WorkloadResult  45: 1 op, 70700.00 ns, 70.7000 us/op
WorkloadResult  46: 1 op, 99500.00 ns, 99.5000 us/op
WorkloadResult  47: 1 op, 70600.00 ns, 70.6000 us/op
WorkloadResult  48: 1 op, 77600.00 ns, 77.6000 us/op
WorkloadResult  49: 1 op, 76100.00 ns, 76.1000 us/op
WorkloadResult  50: 1 op, 79900.00 ns, 79.9000 us/op
WorkloadResult  51: 1 op, 70700.00 ns, 70.7000 us/op
WorkloadResult  52: 1 op, 70900.00 ns, 70.9000 us/op
WorkloadResult  53: 1 op, 81300.00 ns, 81.3000 us/op
WorkloadResult  54: 1 op, 72100.00 ns, 72.1000 us/op
WorkloadResult  55: 1 op, 73200.00 ns, 73.2000 us/op
WorkloadResult  56: 1 op, 75800.00 ns, 75.8000 us/op
WorkloadResult  57: 1 op, 82300.00 ns, 82.3000 us/op
WorkloadResult  58: 1 op, 71100.00 ns, 71.1000 us/op
WorkloadResult  59: 1 op, 72700.00 ns, 72.7000 us/op
WorkloadResult  60: 1 op, 71900.00 ns, 71.9000 us/op
WorkloadResult  61: 1 op, 71700.00 ns, 71.7000 us/op
WorkloadResult  62: 1 op, 72000.00 ns, 72.0000 us/op
WorkloadResult  63: 1 op, 85000.00 ns, 85.0000 us/op
WorkloadResult  64: 1 op, 100600.00 ns, 100.6000 us/op
WorkloadResult  65: 1 op, 105000.00 ns, 105.0000 us/op
WorkloadResult  66: 1 op, 76400.00 ns, 76.4000 us/op
WorkloadResult  67: 1 op, 76200.00 ns, 76.2000 us/op
WorkloadResult  68: 1 op, 82500.00 ns, 82.5000 us/op
WorkloadResult  69: 1 op, 103000.00 ns, 103.0000 us/op
WorkloadResult  70: 1 op, 78800.00 ns, 78.8000 us/op
WorkloadResult  71: 1 op, 78000.00 ns, 78.0000 us/op
WorkloadResult  72: 1 op, 78900.00 ns, 78.9000 us/op
WorkloadResult  73: 1 op, 109900.00 ns, 109.9000 us/op
WorkloadResult  74: 1 op, 109900.00 ns, 109.9000 us/op
WorkloadResult  75: 1 op, 79100.00 ns, 79.1000 us/op
